Date,Team,Opp,BO,Pos,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
"<a href=""wins.aspx?date=2016-06-24&team=Indians&dh=0"">2016-06-24</a>",CLE,@DET,5,LF-3B,1,4,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-06-22&team=Indians&dh=0"">2016-06-22</a>",CLE,TBR,5,LF-3B,1,4,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5
"<a href=""wins.aspx?date=2016-06-21&team=Indians&dh=0"">2016-06-21</a>",CLE,TBR,5,LF-3B,1,4,4,2,1,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0.5
"<a href=""wins.aspx?date=2016-06-20&team=Indians&dh=0"">2016-06-20</a>",CLE,TBR,6,LF-3B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-06-19&team=Indians&dh=0"">2016-06-19</a>",CLE,CHW,6,LF-3B,1,5,5,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.2
"<a href=""wins.aspx?date=2016-06-18&team=Indians&dh=0"">2016-06-18</a>",CLE,CHW,5,LF-SS,1,4,5,2,1,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0.5
"<a href=""wins.aspx?date=2016-06-17&team=Indians&dh=0"">2016-06-17</a>",CLE,CHW,6,3B,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-06-14&team=Indians&dh=0"">2016-06-14</a>",CLE,@KCR,5,3B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-06-13&team=Indians&dh=0"">2016-06-13</a>",CLE,@KCR,5,3B,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"<a href=""wins.aspx?date=2016-06-12&team=Indians&dh=0"">2016-06-12</a>",CLE,@LAA,2,2B,1,4,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-06-11&team=Indians&dh=0"">2016-06-11</a>",CLE,@LAA,3,SS-3B,1,4,4,2,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.5
"<a href=""wins.aspx?date=2016-06-10&team=Indians&dh=0"">2016-06-10</a>",CLE,@LAA,6,LF,1,4,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.25
"<a href=""wins.aspx?date=2016-06-09&team=Indians&dh=0"">2016-06-09</a>",CLE,@SEA,5,3B,1,5,5,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.2
"<a href=""wins.aspx?date=2016-06-07&team=Indians&dh=0"">2016-06-07</a>",CLE,@SEA,6,LF,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-06-06&team=Indians&dh=0"">2016-06-06</a>",CLE,@SEA,6,LF,1,4,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-06-05&team=Indians&dh=0"">2016-06-05</a>",CLE,KCR,2,3B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-06-04&team=Indians&dh=0"">2016-06-04</a>",CLE,KCR,5,3B,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
